"","Product.Group.ID","Product.Group.Name.x","Business.Unit","MIN.Start.Month.Group","MIN.Effective.Start.Date","MAX.End.Month.Group","MAX.Effective.End.Date","Billed.Account.ID","Billed.Account.Name","Account.Name","Finance.Tier","Customer.Support.Tier","Based.Country","Geography..G.","Division..D.","Region..R.","Area..A.","Territory..T.","Product.Group.tier.2","Product.Group.tier.3","Product.Group.tier.4","Hyp...Business.Unit","Total.Past.12.Months.Dollar","Estm.Historical.Monthly.Rev","Contract.Months.Remaining","Contract.Remaining.Value..Q3.2014.to.Q2.2015.","Contract.Remaining.Value..Q4.2014.to.Q3.2015.","Contract.Remaining.Value..Total."
"6118","B-3-27GJGQ","OBJECT-LEGACY","Media","2/1/01 0:00","2/1/01 0:00","9/30/14 0:00","9/30/14 0:00","1-88FVZ","Nobel, Ltd.","Nobel, Ltd.","E","E","Bermuda","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$2,356.20","$196.35",3,"$589.05","$0.00","$589.05"
"6131","B-3-27GJGQ","OBJECT-LEGACY","Media","11/1/05 0:00","11/1/05 0:00","10/31/14 0:00","10/31/14 0:00","1-BAUWZ","XPlusOne","XPlusOne","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$10,562.11","$880.18",4,"$3,520.70","$0.00","$3,520.70"
"6137","B-3-27GJGQ","OBJECT-LEGACY","Media","9/1/02 0:00","9/5/02 0:00","1/31/15 0:00","1/9/15 0:00","1-DBMA5","Interactive Media Lab","Interactive Media Lab","D","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$1,611.81","$134.32",7,"$940.22","$940.22","$940.22"
"6141","B-3-27GJGQ","OBJECT-LEGACY","Media","7/1/06 0:00","7/19/06 0:00","7/31/14 0:00","7/18/14 0:00","1-F8G50","WebStyle Productions","WebStyle Productions","E","E","France","EMEA","SER","ECG SER","ECG SER","ECG SER","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$2,022.08","$168.51",1,"$168.51","$0.00","$168.51"
"6149","B-3-27GJGQ","OBJECT-LEGACY","Media","10/1/03 0:00","10/14/03 0:00","9/30/15 0:00","9/30/15 0:00","1-HNPND","AES Corporation","AES Corporation","D","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$7,917.73","$659.81",15,"$7,917.73","$9,897.16","$9,897.16"
"6150","B-3-27GJGQ","OBJECT-LEGACY","Media","12/1/06 0:00","12/8/06 0:00","2/29/16 0:00","2/29/16 0:00","1-5K8P","Verizon Business","Amgen Inc","C","E","USA","Americas","Enterprise","Enterprise West","West","SoCal","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$9,023.26","$751.94",20,"$9,023.26","$9,023.26","$15,038.76"
"6152","B-3-27GJGQ","OBJECT-LEGACY","Media","4/1/06 0:00","4/15/06 0:00","12/31/14 0:00","12/31/14 0:00","1-HRYW1","Lennar Corporation","Lennar Corporation","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$2,620.80","$218.40",6,"$1,310.40","$1,310.40","$1,310.40"
"6155","B-3-27GJGQ","OBJECT-LEGACY","Media","3/1/01 0:00","3/9/01 0:00","3/31/15 0:00","3/8/15 0:00","1-I3CB","Multiple Zones Inc.","Multiple Zones Inc.","E","E","USA","Americas","Enterprise","Enterprise West","Bay/Pacific NW","Bay/Pacific NW","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$43,958.07","$3,663.17",9,"$32,968.55","$32,968.55","$32,968.55"
"6156","B-3-27GJGQ","OBJECT-LEGACY","Media","1/1/05 0:00","1/1/05 0:00","1/31/15 0:00","1/31/15 0:00","1-IG7J9","Possible Worldwide Pte. Ltd.","Possible Worldwide Pte. Ltd.","D","E","Singapore","APJ","SOUTH ASIA","ASEAN","ECG ASEAN","ECG ASEAN","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$15,787.83","$1,315.65",7,"$9,209.57","$9,209.57","$9,209.57"
"6159","B-3-27GJGQ","OBJECT-LEGACY","Media","6/1/06 0:00","6/1/06 0:00","4/30/15 0:00","4/30/15 0:00","1-1MNPB9","CDN Solutions","Hokkaido International Airlines Co., Ltd.","E","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$398.77","$33.23",10,"$332.31","$332.31","$332.31"
"6161","B-3-27GJGQ","OBJECT-LEGACY","Media","9/1/03 0:00","9/1/03 0:00","1/31/15 0:00","1/31/15 0:00","1-KSX5","Publishing Technology (Europe) Ltd","Publishing Technology (Europe) Ltd","E","E","United Kingdom","EMEA","UKI","ECG UKI","ECG UKI","ECG UKI","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$5,135.33","$427.94",7,"$2,995.61","$2,995.61","$2,995.61"
"6162","B-3-27GJGQ","OBJECT-LEGACY","Media","10/1/06 0:00","10/16/06 0:00","1/31/15 0:00","1/13/15 0:00","1-KV2Q6Z","Cox and Kings India (Pvt) Ltd","Cox and Kings India (Pvt) Ltd","D","E","India","APJ","INDIA","INDIA","ECG INDIA","ECG INDIA","Object Legacy","Object Delivery Group","Media Delivery","Media BU","$6,120.48","$510.04",7,"$3,570.28","$3,570.28","$3,570.28"
